"KB_ID","System","Category","Issue_Title","User_Utterance_Variants","Keywords","Required_Information","Approved_Answer","Followup_Question","Action_Type","Severity","Escalation_Rule","Owner","Confidence_Level","Review_Status","Is_Active","Last_Reviewed","Agent_Guardrail","Source_Row"
"KB-039","MotorQuery","Policy Issue & Integration","ระบบสอบถามกรมธรรม์รถยนต์ค้นหาเลขกรมธรรม์ไม่พบ","ระบบสอบถามกรมธรรม์รถยนต์ค้นหาเลขกรมธรรม์ไม่พบ | ระบบสอบถามกรมธรรม์รถยนต์ค้นหาเลขกรมธรรม์ไม่พบ | ระบบสอบถามกรมธรรม์รถยนต์ค้นหาเลขกรมธรรม์ไม่พบ","MotorQuery, Policy Issue & Integration, สอบถามกรมธรรม์รถยนต์ค้นหาเลขกรมธรรม์ไม่พบ, IT Helpdesk","เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","กรุณาเปิดเคสผ่าน SysAid ในหัวข้อ “ระบบสอบถามกรมธรรม์รถยนต์ค้นหาเลขกรมธรรม์ไม่พบ” พร้อมแนบข้อมูลที่จำเป็น ทีม IT Helpdesk จะตรวจสอบต่อ โดย Agent จะไม่คาดเดาสาเหตุหรือผลการแก้ไข","กรุณาแจ้ง: เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","Incident","P2 High","เปิดเคสและส่งต่อ IT Helpdesk","IT Helpdesk","Medium","Ready for Pilot","Active","0","ตอบเฉพาะ Approved_Answer; หากคำถามไม่ตรงหรือข้อมูลไม่ครบให้ถามเพิ่ม/เปิดเคส; ห้ามเดาสาเหตุหรือขั้นตอน","39"
"KB-040","Payment","Payment & Credit","การชำระแบบโอนเงิน","การชำระแบบโอนเงิน | การชำระแบบโอนเงิน | การชำระแบบโอนเงิน","Payment, Payment & Credit, การชำระแบบโอนเงิน, ฝ่ายบัญชี","รายละเอียดรายการ; เลขอ้างอิงที่เกี่ยวข้อง; ภาพหน้าจอ (ถ้ามี); ชื่อ-นามสกุลผู้แจ้ง","รายการนี้ต้องให้ฝ่ายบัญชีตรวจสอบ กรุณาส่งรายละเอียดการชำระเงินและเลขอ้างอิงที่เกี่ยวข้องกับ “การชำระแบบโอนเงิน” โดย Agent จะไม่ยืนยันผลทางการเงินเอง","กรุณาแจ้ง: รายละเอียดรายการ; เลขอ้างอิงที่เกี่ยวข้อง; ภาพหน้าจอ (ถ้ามี); ชื่อ-นามสกุลผู้แจ้ง","Incident","P2 High","เปิดเคสและส่งต่อ ฝ่ายบัญชี","ฝ่ายบัญชี","Medium","Ready for Pilot","Active","0","ตอบเฉพาะ Approved_Answer; หากคำถามไม่ตรงหรือข้อมูลไม่ครบให้ถามเพิ่ม/เปิดเคส; ห้ามเดาสาเหตุหรือขั้นตอน","40"
"KB-041","DSS","Payment & Credit","ชำระเงินสำเร็จ แต่สถานะยังเป็นรอชำระเงิน","ชำระเงินสำเร็จ แต่สถานะยังเป็นรอชำระเงิน | ชำระเงินสำเร็จ แต่สถานะยังเป็นรอชำระเงิน | ชำระเงินสำเร็จ แต่สถานะยังเป็นรอชำระเงิน","DSS, Payment & Credit, ชำระเงินสำเร็จ แต่สถานะยังเป็นรอชำระเงิน, IT Helpdesk","เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","กรุณาเปิดเคสผ่าน SysAid ในหัวข้อ “ชำระเงินสำเร็จ แต่สถานะยังเป็นรอชำระเงิน” พร้อมแนบข้อมูลที่จำเป็น ทีม IT Helpdesk จะตรวจสอบต่อ โดย Agent จะไม่คาดเดาสาเหตุหรือผลการแก้ไข","กรุณาแจ้ง: เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","Incident","P2 High","เปิดเคสและส่งต่อ IT Helpdesk","IT Helpdesk","Medium","Ready for Pilot","Active","0","ตอบเฉพาะ Approved_Answer; หากคำถามไม่ตรงหรือข้อมูลไม่ครบให้ถามเพิ่ม/เปิดเคส; ห้ามเดาสาเหตุหรือขั้นตอน","41"
"KB-042","DSS","Payment & Credit","งาน PA ไม่หักค่าคอม ทำให้บัญชีตัดรับเงินอัตโนมัติไม่ได้","งาน PA ไม่หักค่าคอม ทำให้บัญชีตัดรับเงินอัตโนมัติไม่ได้ | งาน PA ไม่หักค่าคอม ทำให้บัญชีตัดรับเงินอัตโนมัติไม่ได้ | งาน PA ไม่หักค่าคอม ทำให้บัญชีตัดรับเงินอัตโนมัติไม่ได้","DSS, Payment & Credit, งาน PA ไม่หักค่าคอม ทำให้บัญชีตัดรับเงินอัตโนมัติไม่ได้, IT Helpdesk","เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","กรุณาเปิดเคสผ่าน SysAid ในหัวข้อ “งาน PA ไม่หักค่าคอม ทำให้บัญชีตัดรับเงินอัตโนมัติไม่ได้” พร้อมแนบข้อมูลที่จำเป็น ทีม IT Helpdesk จะตรวจสอบต่อ โดย Agent จะไม่คาดเดาสาเหตุหรือผลการแก้ไข","กรุณาแจ้ง: เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","Incident","P2 High","เปิดเคสและส่งต่อ IT Helpdesk","IT Helpdesk","Medium","Ready for Pilot","Active","0","ตอบเฉพาะ Approved_Answer; หากคำถามไม่ตรงหรือข้อมูลไม่ครบให้ถามเพิ่ม/เปิดเคส; ห้ามเดาสาเหตุหรือขั้นตอน","42"
"KB-043","Payment","Payment & Credit","ยอดเงินที่ชำระไม่ตรงกับยอดเงินในระบบ","ยอดเงินที่ชำระไม่ตรงกับยอดเงินในระบบ | ยอดเงินที่ชำระไม่ตรงกับยอดเงินในระบบ | ยอดเงินที่ชำระไม่ตรงกับยอดเงินในระบบ","Payment, Payment & Credit, ยอดเงินที่ชำระไม่ตรงกับยอดเงิน, ฝ่ายบัญชี","รายละเอียดรายการ; เลขอ้างอิงที่เกี่ยวข้อง; ภาพหน้าจอ (ถ้ามี); ชื่อ-นามสกุลผู้แจ้ง","รายการนี้ต้องให้ฝ่ายบัญชีตรวจสอบ กรุณาส่งรายละเอียดการชำระเงินและเลขอ้างอิงที่เกี่ยวข้องกับ “ยอดเงินที่ชำระไม่ตรงกับยอดเงินในระบบ” โดย Agent จะไม่ยืนยันผลทางการเงินเอง","กรุณาแจ้ง: รายละเอียดรายการ; เลขอ้างอิงที่เกี่ยวข้อง; ภาพหน้าจอ (ถ้ามี); ชื่อ-นามสกุลผู้แจ้ง","Incident","P2 High","เปิดเคสและส่งต่อ ฝ่ายบัญชี","ฝ่ายบัญชี","Medium","Ready for Pilot","Active","0","ตอบเฉพาะ Approved_Answer; หากคำถามไม่ตรงหรือข้อมูลไม่ครบให้ถามเพิ่ม/เปิดเคส; ห้ามเดาสาเหตุหรือขั้นตอน","43"
"KB-044","DSS","General Support","รุ่นรถไม่ขึ้นในระบบ DSS","รุ่นรถไม่ขึ้นในระบบ DSS | รุ่นรถไม่ขึ้นในระบบ DSS | รุ่นรถไม่ขึ้นในDSS","DSS, General Support, รุ่นรถไม่ขึ้น DSS, ฝ่ายรับประกันภัยรถยนต์","รายละเอียดรายการ; เลขอ้างอิงที่เกี่ยวข้อง; ภาพหน้าจอ (ถ้ามี); ชื่อ-นามสกุลผู้แจ้ง","รับทราบปัญหาครับ รายการนี้ยังต้องตรวจสอบคำตอบและเส้นทางส่งต่อกับเจ้าของข้อมูลก่อน เพื่อป้องกันการให้ข้อมูลผิด กรุณาส่งข้อมูลที่ระบุ แล้วระบบจะเปิดเคสให้ทีมที่เกี่ยวข้องตรวจสอบ","กรุณาแจ้ง: รายละเอียดรายการ; เลขอ้างอิงที่เกี่ยวข้อง; ภาพหน้าจอ (ถ้ามี); ชื่อ-นามสกุลผู้แจ้ง","Incident","P3 Normal","เปิดเคสและส่งต่อ ฝ่ายรับประกันภัยรถยนต์","ฝ่ายรับประกันภัยรถยนต์","Low","Review Required","Active","0","ตอบเฉพาะ Approved_Answer; หากคำถามไม่ตรงหรือข้อมูลไม่ครบให้ถามเพิ่ม/เปิดเคส; ห้ามเดาสาเหตุหรือขั้นตอน","44"
"KB-045","DSS","Policy Issue & Integration","Batch งานในระบบ DSS ไม่ขึ้น","Batch งานในระบบ DSS ไม่ขึ้น | Batch งานในระบบ DSS ไม่ขึ้น | Batch งานในDSS ไม่ขึ้น","DSS, Policy Issue & Integration, Batch งาน DSS ไม่ขึ้น, IT Helpdesk","เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","กรุณาเปิดเคสผ่าน SysAid ในหัวข้อ “Batch งานในระบบ DSS ไม่ขึ้น” พร้อมแนบข้อมูลที่จำเป็น ทีม IT Helpdesk จะตรวจสอบต่อ โดย Agent จะไม่คาดเดาสาเหตุหรือผลการแก้ไข","กรุณาแจ้ง: เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","Incident","P2 High","เปิดเคสและส่งต่อ IT Helpdesk","IT Helpdesk","Medium","Ready for Pilot","Active","0","ตอบเฉพาะ Approved_Answer; หากคำถามไม่ตรงหรือข้อมูลไม่ครบให้ถามเพิ่ม/เปิดเคส; ห้ามเดาสาเหตุหรือขั้นตอน","45"
"KB-046","DSS","System Incident","ระบบ DSS แสดงรายการขายไม่ครบ","ระบบ DSS แสดงรายการขายไม่ครบ | ระบบ DSS แสดงรายการขายไม่ครบ | DSS แสดงรายการขายไม่ครบ","DSS, System Incident, DSS แสดงรายการขายไม่ครบ, IT Helpdesk","เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","กรุณาเปิดเคสผ่าน SysAid ในหัวข้อ “ระบบ DSS แสดงรายการขายไม่ครบ” พร้อมแนบข้อมูลที่จำเป็น ทีม IT Helpdesk จะตรวจสอบต่อ โดย Agent จะไม่คาดเดาสาเหตุหรือผลการแก้ไข","กรุณาแจ้ง: เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","Incident","P2 High","เปิดเคสและส่งต่อ IT Helpdesk","IT Helpdesk","Medium","Ready for Pilot","Active","0","ตอบเฉพาะ Approved_Answer; หากคำถามไม่ตรงหรือข้อมูลไม่ครบให้ถามเพิ่ม/เปิดเคส; ห้ามเดาสาเหตุหรือขั้นตอน","46"
"KB-047","DSS","General Support","อัปโหลดรูปหน้าตาราง พ.ร.บ. ที่ยกเลิกไม่ได้","อัปโหลดรูปหน้าตาราง พ.ร.บ. ที่ยกเลิกไม่ได้ | อัปโหลดรูปหน้าตาราง พ.ร.บ. ที่ยกเลิกไม่ได้ | อัปโหลดรูปหน้าตาราง พ.ร.บ. ที่ยกเลิกไม่ได้","DSS, General Support, อัปโหลดรูปหน้าตาราง พ.ร.บ. ที่ยกเลิกไม่ได้, IT Helpdesk","เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","กรุณาเปิดเคสผ่าน SysAid ในหัวข้อ “อัปโหลดรูปหน้าตาราง พ.ร.บ. ที่ยกเลิกไม่ได้” พร้อมแนบข้อมูลที่จำเป็น ทีม IT Helpdesk จะตรวจสอบต่อ โดย Agent จะไม่คาดเดาสาเหตุหรือผลการแก้ไข","กรุณาแจ้ง: เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","Incident","P3 Normal","เปิดเคสและส่งต่อ IT Helpdesk","IT Helpdesk","Medium","Ready for Pilot","Active","0","ตอบเฉพาะ Approved_Answer; หากคำถามไม่ตรงหรือข้อมูลไม่ครบให้ถามเพิ่ม/เปิดเคส; ห้ามเดาสาเหตุหรือขั้นตอน","47"
"KB-048","DSS","Master Data & Underwriting","ไม่พบข้อมูลสัญชาติในระบบ DSS","ไม่พบข้อมูลสัญชาติในระบบ DSS | ไม่พบข้อมูลสัญชาติในระบบ DSS | ไม่พบข้อมูลสัญชาติในDSS","DSS, Master Data & Underwriting, ไม่พบข้อมูลสัญชาติ DSS, IT Helpdesk","เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","กรุณาเปิดเคสผ่าน SysAid ในหัวข้อ “ไม่พบข้อมูลสัญชาติในระบบ DSS” พร้อมแนบข้อมูลที่จำเป็น ทีม IT Helpdesk จะตรวจสอบต่อ โดย Agent จะไม่คาดเดาสาเหตุหรือผลการแก้ไข","กรุณาแจ้ง: เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","Business Support","P3 Normal","เปิดเคสและส่งต่อ IT Helpdesk","IT Helpdesk","Medium","Ready for Pilot","Active","0","ตอบเฉพาะ Approved_Answer; หากคำถามไม่ตรงหรือข้อมูลไม่ครบให้ถามเพิ่ม/เปิดเคส; ห้ามเดาสาเหตุหรือขั้นตอน","48"
"KB-049","Payment","Payment & Credit","ชำระเงินผ่าน 2C2P แต่สถานะยังรอชำระเงิน","ชำระเงินผ่าน 2C2P แต่สถานะยังรอชำระเงิน | ชำระเงินผ่าน 2C2P แต่สถานะยังรอชำระเงิน | ชำระเงินผ่าน 2C2P แต่สถานะยังรอชำระเงิน","Payment, Payment & Credit, ชำระเงินผ่าน 2C2P แต่สถานะยังรอชำระเงิน, ฝ่ายบัญชี","รายละเอียดรายการ; เลขอ้างอิงที่เกี่ยวข้อง; ภาพหน้าจอ (ถ้ามี); ชื่อ-นามสกุลผู้แจ้ง","รายการนี้ต้องให้ฝ่ายบัญชีตรวจสอบ กรุณาส่งรายละเอียดการชำระเงินและเลขอ้างอิงที่เกี่ยวข้องกับ “ชำระเงินผ่าน 2C2P แต่สถานะยังรอชำระเงิน” โดย Agent จะไม่ยืนยันผลทางการเงินเอง","กรุณาแจ้ง: รายละเอียดรายการ; เลขอ้างอิงที่เกี่ยวข้อง; ภาพหน้าจอ (ถ้ามี); ชื่อ-นามสกุลผู้แจ้ง","Incident","P2 High","เปิดเคสและส่งต่อ ฝ่ายบัญชี","ฝ่ายบัญชี","Medium","Ready for Pilot","Active","0","ตอบเฉพาะ Approved_Answer; หากคำถามไม่ตรงหรือข้อมูลไม่ครบให้ถามเพิ่ม/เปิดเคส; ห้ามเดาสาเหตุหรือขั้นตอน","49"
"KB-050","DSS","Policy Issue & Integration","ระบบมีการหย่อนข้อมูลซ้ำซ้อน","ระบบมีการหย่อนข้อมูลซ้ำซ้อน | ระบบมีการหย่อนข้อมูลซ้ำซ้อน | ระบบมีการหย่อนข้อมูลซ้ำซ้อน","DSS, Policy Issue & Integration, มีการหย่อนข้อมูลซ้ำซ้อน, IT Helpdesk","เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","กรุณาเปิดเคสผ่าน SysAid ในหัวข้อ “ระบบมีการหย่อนข้อมูลซ้ำซ้อน” พร้อมแนบข้อมูลที่จำเป็น ทีม IT Helpdesk จะตรวจสอบต่อ โดย Agent จะไม่คาดเดาสาเหตุหรือผลการแก้ไข","กรุณาแจ้ง: เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","Incident","P2 High","เปิดเคสและส่งต่อ IT Helpdesk","IT Helpdesk","Medium","Ready for Pilot","Active","0","ตอบเฉพาะ Approved_Answer; หากคำถามไม่ตรงหรือข้อมูลไม่ครบให้ถามเพิ่ม/เปิดเคส; ห้ามเดาสาเหตุหรือขั้นตอน","50"
"KB-051","DSS","General Support","ข้อมูล พ.ร.บ. ใน DSS ไม่เป็นข้อมูลปัจจุบัน","ข้อมูล พ.ร.บ. ใน DSS ไม่เป็นข้อมูลปัจจุบัน | ข้อมูล พ.ร.บ. ใน DSS ไม่เป็นข้อมูลปัจจุบัน | ข้อมูล พ.ร.บ. ใน DSS ไม่เป็นข้อมูลปัจจุบัน","DSS, General Support, ข้อมูล พ.ร.บ. ใน DSS ไม่เป็นข้อมูลปัจจุบัน, IT Helpdesk","เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","กรุณาเปิดเคสผ่าน SysAid ในหัวข้อ “ข้อมูล พ.ร.บ. ใน DSS ไม่เป็นข้อมูลปัจจุบัน” พร้อมแนบข้อมูลที่จำเป็น ทีม IT Helpdesk จะตรวจสอบต่อ โดย Agent จะไม่คาดเดาสาเหตุหรือผลการแก้ไข","กรุณาแจ้ง: เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","Incident","P3 Normal","เปิดเคสและส่งต่อ IT Helpdesk","IT Helpdesk","Medium","Ready for Pilot","Active","0","ตอบเฉพาะ Approved_Answer; หากคำถามไม่ตรงหรือข้อมูลไม่ครบให้ถามเพิ่ม/เปิดเคส; ห้ามเดาสาเหตุหรือขั้นตอน","51"
"KB-052","DSS","Policy Issue & Integration","พิมพ์งานในระบบ DSS ไม่ได้","พิมพ์งานในระบบ DSS ไม่ได้ | พิมพ์งานในระบบ DSS ไม่ได้ | พิมพ์งานในDSS ไม่ได้","DSS, Policy Issue & Integration, พิมพ์งาน DSS ไม่ได้, IT Helpdesk","เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","กรุณาเปิดเคสผ่าน SysAid ในหัวข้อ “พิมพ์งานในระบบ DSS ไม่ได้” พร้อมแนบข้อมูลที่จำเป็น ทีม IT Helpdesk จะตรวจสอบต่อ โดย Agent จะไม่คาดเดาสาเหตุหรือผลการแก้ไข","กรุณาแจ้ง: เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","Incident","P2 High","เปิดเคสและส่งต่อ IT Helpdesk","IT Helpdesk","Medium","Ready for Pilot","Active","0","ตอบเฉพาะ Approved_Answer; หากคำถามไม่ตรงหรือข้อมูลไม่ครบให้ถามเพิ่ม/เปิดเคส; ห้ามเดาสาเหตุหรือขั้นตอน","52"
"KB-053","DSS","Payment & Credit","ไม่สามารถชำระเงินได้ เนื่องจาก Batch รวมกัน","ไม่สามารถชำระเงินได้ เนื่องจาก Batch รวมกัน | ทำไม่ได้ชำระเงินได้ เนื่องจาก Batch รวมกัน | ไม่สามารถชำระเงินได้ เนื่องจาก Batch รวมกัน","DSS, Payment & Credit, ไม่สามารถชำระเงินได้ เนื่องจาก Batch รวมกัน, IT Helpdesk","เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","กรุณาเปิดเคสผ่าน SysAid ในหัวข้อ “ไม่สามารถชำระเงินได้ เนื่องจาก Batch รวมกัน” พร้อมแนบข้อมูลที่จำเป็น ทีม IT Helpdesk จะตรวจสอบต่อ โดย Agent จะไม่คาดเดาสาเหตุหรือผลการแก้ไข","กรุณาแจ้ง: เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","Incident","P2 High","เปิดเคสและส่งต่อ IT Helpdesk","IT Helpdesk","Medium","Ready for Pilot","Active","0","ตอบเฉพาะ Approved_Answer; หากคำถามไม่ตรงหรือข้อมูลไม่ครบให้ถามเพิ่ม/เปิดเคส; ห้ามเดาสาเหตุหรือขั้นตอน","53"
"KB-054","DSS","System Incident","ไม่สามารถบันทึกงานในระบบ DSS ได้","ไม่สามารถบันทึกงานในระบบ DSS ได้ | ทำไม่ได้บันทึกงานในระบบ DSS ได้ | ไม่สามารถบันทึกงานในDSS ได้","DSS, System Incident, ไม่สามารถบันทึกงาน DSS ได้, IT Helpdesk","เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","กรุณาเปิดเคสผ่าน SysAid ในหัวข้อ “ไม่สามารถบันทึกงานในระบบ DSS ได้” พร้อมแนบข้อมูลที่จำเป็น ทีม IT Helpdesk จะตรวจสอบต่อ โดย Agent จะไม่คาดเดาสาเหตุหรือผลการแก้ไข","กรุณาแจ้ง: เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","Incident","P2 High","เปิดเคสและส่งต่อ IT Helpdesk","IT Helpdesk","Medium","Ready for Pilot","Active","0","ตอบเฉพาะ Approved_Answer; หากคำถามไม่ตรงหรือข้อมูลไม่ครบให้ถามเพิ่ม/เปิดเคส; ห้ามเดาสาเหตุหรือขั้นตอน","54"
"KB-055","DSS","Policy Issue & Integration","กรมธรรม์ไม่หย่อนเข้าระบบ DSS","กรมธรรม์ไม่หย่อนเข้าระบบ DSS | กรมธรรม์ไม่หย่อนเข้าระบบ DSS | กรมธรรม์ไม่หย่อนเข้าDSS","DSS, Policy Issue & Integration, กรมธรรม์ไม่หย่อนเข้า DSS, IT Helpdesk","เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","กรุณาเปิดเคสผ่าน SysAid ในหัวข้อ “กรมธรรม์ไม่หย่อนเข้าระบบ DSS” พร้อมแนบข้อมูลที่จำเป็น ทีม IT Helpdesk จะตรวจสอบต่อ โดย Agent จะไม่คาดเดาสาเหตุหรือผลการแก้ไข","กรุณาแจ้ง: เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","Incident","P2 High","เปิดเคสและส่งต่อ IT Helpdesk","IT Helpdesk","Medium","Ready for Pilot","Active","0","ตอบเฉพาะ Approved_Answer; หากคำถามไม่ตรงหรือข้อมูลไม่ครบให้ถามเพิ่ม/เปิดเคส; ห้ามเดาสาเหตุหรือขั้นตอน","55"
"KB-056","DSS","Payment & Credit","งาน พ.ร.บ. ชำระเงินวันนี้ แต่วันที่ในระบบเป็นวันอื่น","งาน พ.ร.บ. ชำระเงินวันนี้ แต่วันที่ในระบบเป็นวันอื่น | งาน พ.ร.บ. ชำระเงินวันนี้ แต่วันที่ในระบบเป็นวันอื่น | งาน พ.ร.บ. ชำระเงินวันนี้ แต่วันที่ในระบบเป็นวันอื่น","DSS, Payment & Credit, งาน พ.ร.บ. ชำระเงินวันนี้ แต่วันที่เป็นวันอื่น, IT Helpdesk","เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","กรุณาเปิดเคสผ่าน SysAid ในหัวข้อ “งาน พ.ร.บ. ชำระเงินวันนี้ แต่วันที่ในระบบเป็นวันอื่น” พร้อมแนบข้อมูลที่จำเป็น ทีม IT Helpdesk จะตรวจสอบต่อ โดย Agent จะไม่คาดเดาสาเหตุหรือผลการแก้ไข","กรุณาแจ้ง: เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","Incident","P2 High","เปิดเคสและส่งต่อ IT Helpdesk","IT Helpdesk","Medium","Ready for Pilot","Active","0","ตอบเฉพาะ Approved_Answer; หากคำถามไม่ตรงหรือข้อมูลไม่ครบให้ถามเพิ่ม/เปิดเคส; ห้ามเดาสาเหตุหรือขั้นตอน","56"
"KB-057","PCS","Policy Issue & Integration","ข้อมูล PCS ที่ Ref ไม่ Stamp","ข้อมูล PCS ที่ Ref ไม่ Stamp | ข้อมูล PCS ที่ Ref ไม่ Stamp | ข้อมูล PCS ที่ Ref ไม่ Stamp","PCS, Policy Issue & Integration, ข้อมูล PCS ที่ Ref ไม่ Stamp, IT Helpdesk","เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","กรุณาเปิดเคสผ่าน SysAid ในหัวข้อ “ข้อมูล PCS ที่ Ref ไม่ Stamp” พร้อมแนบข้อมูลที่จำเป็น ทีม IT Helpdesk จะตรวจสอบต่อ โดย Agent จะไม่คาดเดาสาเหตุหรือผลการแก้ไข","กรุณาแจ้ง: เลขที่ใบคำขอ; เลขกรมธรรม์; เลขที่หน้าตาราง; ชื่อ-นามสกุล; ภาพหน้าจอหรือข้อความ Error; เวลาที่พบปัญหา","Incident","P2 High","เปิดเคสและส่งต่อ IT Helpdesk","IT Helpdesk","Medium","Ready for Pilot","Active","0","ตอบเฉพาะ Approved_Answer; หากคำถามไม่ตรงหรือข้อมูลไม่ครบให้ถามเพิ่ม/เปิดเคส; ห้ามเดาสาเหตุหรือขั้นตอน","57"
